"Data Source","World Development Indicators",

"Last Updated Date","2026-04-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Eritrea","ERI","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.061","0.061","0.0584","0.0653","0.0669","0.0613","0.0634","0.0683","0.0797","0.081","0.0774","0.0826","0.0767","0.0773","0.0713","0.074","0.0908","0.1253","0.1311","0.1361","0.1328","0.1336","0.1149","0.2107","0.2875","0.3291","0.3836","0.361","0.2294","0.2101","0.2039","0.2485","0.2708","0.2742","0.2555","0.1823","0.1598","0.1373","0.1213","0.1181","0.1404","0.2365","0.2075","0.1947","0.1917","0.1917","0.1981","0.1934","0.215","0.2231","0.2174","0.2248","0.2409","0.2466","0.2517","",
"Spain","ESP","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","23.3159","25.5158","27.1282","32.3955","35.1066","36.3155","39.8542","39.3293","41.5657","46.8499","45.124","42.5612","42.4272","42.8428","44.4761","43.9428","45.363","47.9279","56.9524","60.3473","63.2138","65.8313","69.3807","68.3905","70.7091","71.9596","76.9047","76.8472","84.2403","88.5096","90.4737","94.6519","96.4278","101.4129","105.7617","109.5413","113.1496","116.1237","109.9247","101.3249","98.4477","91.988","82.6541","81.6526","82.0941","85.1402","88.3378","91.2029","92.2693","93.581","73.7894","86.5391","92.7923","90.136","95.3196","",
"Estonia","EST","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","2.3426","2.3426","2.4051","2.4625","2.5333","2.6256","2.6429","2.617","2.5863","2.5686","2.6012","2.5831","2.5689","2.488","2.4497","2.415","2.4659","2.4747","2.4527","2.4925","2.3952","2.1701","1.1289","1.2685","1.5628","1.5449","1.627","1.719","1.7782","1.6544","1.6482","1.9672","2.0713","2.0037","2.0441","2.1463","2.3003","2.4121","2.3191","2.1291","2.2441","2.2443","2.2753","2.2264","2.23","2.2955","2.3456","2.4253","2.4668","2.4406","2.2689","2.3923","2.4653","2.4671","2.426","",
"Ethiopia","ETH","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.4853","0.4853","0.4597","0.5096","0.5359","0.4638","0.4835","0.5105","0.5756","0.6233","0.5589","0.5857","0.5594","0.5681","0.5358","0.5734","0.6681","0.7424","0.7718","0.7957","0.795","0.8005","0.7261","0.8752","0.9764","1.0938","1.2118","1.2826","1.4073","1.4521","1.5923","1.9896","2.0787","2.1661","2.3409","2.1183","2.2565","2.4525","2.5352","2.6494","2.7082","2.862","3.2502","3.7997","4.2357","4.7131","5.7345","6.0734","6.7446","7.5277","6.9142","7.4974","7.2753","7.4218","7.5547","",
"European Union","EUU","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","363.6485","380.8915","401.6497","426.8424","416.5087","435.3584","457.9616","472.7422","497.2776","513.4895","511.9547","502.3397","503.1721","508.2939","519.8395","524.3371","547.6139","568.4284","600.6448","625.2152","642.6378","651.0272","668.9472","674.0295","678.6493","687.2947","710.046","721.3067","750.5252","768.3292","768.2624","782.746","790.7971","804.983","824.602","822.8923","834.7324","843.3028","826.5965","800.0803","793.7029","787.6669","757.3254","750.3402","757.1361","771.8684","790.7998","805.6591","805.2504","811.8137","699.7844","757.712","780.0132","773.2478","782.3725","",
"Fragile and conflict affected situations","FCS","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","77.7683","77.7683","82.8324","87.9052","93.7915","100.8717","107.4458","112.2767","119.0372","122.2179","129.6332","134.0933","138.2202","139.192","137.9076","139.4478","140.9334","142.6391","146.8309","150.3545","151.7662","165.1879","148.6446","144.6151","140.9242","147.3376","149.7492","157.3581","153.6605","149.7198","154.8842","166.7975","171.9595","163.9696","173.9538","186.5898","185.009","196.5108","205.3375","204.9417","217.3096","221.98","234.8827","242.4185","238.7204","216.5378","223.5654","226.7108","234.8812","241.9826","199.4235","220.2463","238.2749","244.7627","249.8673","",
"Finland","FIN","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","6.0213","6.2567","6.6271","7.1629","6.9956","7.5366","7.6226","7.6763","7.7814","8.3846","8.3315","8.4376","8.6362","8.8331","9.0911","9.5007","10.0863","10.8021","10.947","11.5585","11.7163","11.4002","11.3527","11.1221","11.5646","11.3582","11.0863","11.6953","11.8552","12.165","11.7472","11.886","12.0699","12.2674","12.6039","12.627","12.8087","13.1477","12.5269","11.9612","12.4667","12.2936","11.9897","11.8315","10.7055","10.6965","11.9103","11.3062","11.5087","11.1148","10.3244","9.8712","9.6766","9.2974","9.0651","",
"Fiji","FJI","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.2459","0.2459","0.2681","0.2556","0.2483","0.288","0.2607","0.289","0.3068","0.3311","0.3368","0.359","0.3646","0.2932","0.2639","0.292","0.2792","0.2623","0.2623","0.2896","0.4706","0.4069","0.4608","0.4893","0.5258","0.4745","0.506","0.5167","0.4847","0.5112","0.5638","0.603","0.464","0.5333","0.6885","0.6437","0.7341","0.6552","0.557","0.506","0.8891","0.6567","0.6423","0.6524","0.6889","0.7145","0.6705","0.7075","0.7501","0.752","0.5086","0.6582","0.6999","0.707","0.7445","",
"France","FRA","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","55.7277","60.5011","65.8897","71.6623","71.1298","73.4032","80.1068","80.8585","86.4203","86.7952","88.3947","89.9354","90.5699","91.3871","92.9875","92.7774","97.1177","100.3816","106.5003","109.1828","113.2273","116.8466","119.3553","120.4845","121.3772","122.3196","122.1243","124.6398","129.1203","129.5158","132.4783","134.2201","134.1431","132.8236","133.0621","130.7962","131.1234","130.2947","124.3195","122.9294","123.271","127.9001","126.7728","125.8053","125.9002","127.2113","127.7187","128.3758","125.6845","125.301","105.8582","118.7937","123.337","119.2787","119.1752","",
"Faroe Islands","FRO","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0","0","0","0.0373","0.0373","0.0435","0.0787","0.4348","0.5537","0.2592","0.2407","0.4471","0.4711","0.428","0.2404","0.3233","0.4707","0.3146","0.3428","0.4119","0.3231","0.3938","0.3687","0.3944","0.3142","0.3431","0.3461","0.3808","0.406","0.3866","0.3204","0.3609","0.3932","0.3517","0.3741","0.3676","0.3706","0.4251","0.4344","0.4059","0.6381","0.7272","0.7533","0.8485","0.8323","0.8098","0.8289","0.2038","0.2033","0.1985","0.1695","0.1768","0.1882","0.1947","0.1979","",
"United Kingdom","GBR","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","71.3482","73.7045","76.2538","81.3246","79.1128","77.7836","80.6406","82.813","86.7919","88.5285","89.1993","86.4584","88.4747","90.9633","95.353","96.5229","102.6214","106.4488","113.372","118.6662","114.9713","114.3612","115.8267","117.0016","117.3789","116.3315","120.8545","121.9533","121.1918","124.7289","122.9477","121.8988","123.17","124.573","125.9763","127.2021","128.854","129.5536","122.7401","118.3184","116.8489","115.4011","114.9111","114.1737","115.6427","118.8202","121.6266","122.086","120.5629","118.5813","94.2218","103.9746","107.1457","106.2466","106.6993","",
"Georgia","GEO","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","4.8351","4.8351","4.9112","4.9819","5.0733","5.1737","5.1442","5.0578","4.9455","4.8569","4.8596","4.7871","4.7373","4.5332","4.4321","4.3369","4.3722","4.3529","4.2745","4.3326","3.7182","2.8026","2.325","1.9957","1.4747","1.0286","2.5231","1.8892","1.2458","1.1251","0.9505","1.1537","1.2114","1.239","1.203","1.5142","1.5717","2.0665","1.7442","2.1701","2.2596","2.3138","2.4527","3.0738","3.4386","3.7804","4.2913","3.87","3.7596","3.9017","3.7727","4.1656","4.4005","4.6848","4.718","",
"Ghana","GHA","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","1.0417","1.0417","1.0459","1.1048","1.1384","1.2271","1.2773","1.363","1.3658","1.1519","1.265","1.4839","1.3481","1.0005","0.9896","1.2669","1.3578","1.383","1.4543","1.638","1.6157","1.4997","1.7895","1.8021","1.8777","2.0456","2.232","2.3294","2.7806","3.0944","2.8824","2.8811","3.336","3.0963","3.5885","3.5454","3.5895","3.7771","4.09","4.9738","5.0645","5.6383","6.7331","7.1216","7.1667","7.7763","7.1861","7.1562","8.3703","8.8898","9.7357","10.569","9.9162","9.4855","9.8601","",
"Gibraltar","GIB","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.0343","0.0343","0.0249","0.0248","0.0249","0.0248","0.0218","0.0218","0.0186","0.0343","0.0406","0.0438","0.0469","0.0343","0.0311","0.0373","0.0627","0.0749","0.0871","0.0745","0.0839","0.1344","0.1656","0.1656","0.2066","0.2003","0.2035","0.2128","0.2253","0.2347","0.2441","0.2534","0.2566","0.2597","0.291","0.2973","0.3098","0.3035","0.3035","0.3379","0.3411","0.3285","0.3349","0.3567","0.388","0.4193","0.4537","0.4909","0.5297","0.5716","0.5304","0.5283","0.5286","0.5218","0.5304","",
"Guinea","GIN","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.0503","0.0503","0.0541","0.0596","0.0605","0.0743","0.0948","0.122","0.131","0.1454","0.1545","0.1616","0.1518","0.1638","0.1664","0.1438","0.2007","0.2184","0.279","0.2623","0.4049","0.3879","0.3508","0.3638","0.3665","0.3784","0.3898","0.3963","0.4075","0.4299","0.6437","0.6879","0.7392","0.7974","0.8416","0.8843","0.9441","1.0234","1.0442","1.1348","1.2804","1.2834","1.2721","1.1591","1.1435","1.3225","1.5427","1.5333","1.7035","2.3345","2.669","2.6274","2.6579","2.5447","2.6452","",
"Gambia, The","GMB","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.0099","0.0099","0.0106","0.0117","0.0119","0.0146","0.0186","0.024","0.0257","0.0286","0.0303","0.0323","0.0298","0.0316","0.035","0.0326","0.0332","0.041","0.0518","0.0506","0.0577","0.0716","0.0625","0.0662","0.0759","0.0736","0.0759","0.0762","0.0824","0.087","0.1289","0.1427","0.1485","0.1531","0.164","0.1676","0.1873","0.2048","0.2134","0.2374","0.2333","0.2362","0.2361","0.2424","0.2491","0.2648","0.2873","0.2916","0.2452","0.2558","0.235","0.281","0.2879","0.2756","0.2865","",
"Guinea-Bissau","GNB","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.0054","0.0054","0.0058","0.0064","0.0065","0.008","0.0102","0.0131","0.014","0.0156","0.0166","0.0176","0.0163","0.0172","0.0234","0.0244","0.0237","0.0403","0.0588","0.0582","0.0797","0.0995","0.0916","0.0994","0.0989","0.1034","0.1015","0.1069","0.1086","0.1146","0.097","0.1008","0.1066","0.1281","0.1353","0.1391","0.1471","0.1623","0.1588","0.1685","0.1655","0.1616","0.1696","0.1784","0.1751","0.188","0.2113","0.1698","0.1875","0.1958","0.1872","0.1973","0.1995","0.191","0.1986","",
"Equatorial Guinea","GNQ","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.0124","0.0124","0.0124","0.0124","0.0124","0.0155","0.0124","0.0124","0.0155","0.0124","0.0093","0.0124","0.0124","0.0062","0.0093","0.0031","0.0062","0.0124","0.0124","0.0124","0.0126","0.0126","0.0126","0.0158","0.0157","0.0189","0.0382","0.0925","0.0796","0.118","0.1821","0.2139","0.2939","0.3385","0.3543","0.3923","0.4335","0.4589","0.4714","0.4903","0.5091","0.5311","0.55","0.5752","0.594","0.6098","0.6255","0.5075","0.4767","0.5202","0.4327","0.438","0.4257","0.4411","0.4489","",
"Greece","GRC","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","4.5012","4.8947","5.6827","6.2047","5.0813","5.1258","7.282","7.9655","8.5197","8.9128","9.5514","9.6558","9.85","10.7743","11.3083","11.6731","11.9156","12.2998","13.42","14.1924","15.0626","15.8769","16.2821","16.4915","16.5871","16.7123","17.1878","17.7753","19.4194","19.6001","19.0726","19.7686","20.0319","20.9821","21.3923","21.7842","22.288","22.8774","22.1979","24.798","21.9868","19.6398","16.4151","16.3059","16.3472","16.6846","17.159","16.8835","17.1689","17.5507","14.8361","15.9518","17.6193","18.4019","18.5814","",
"Grenada","GRD","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.0008","0.0008","0.0006","0.0007","0.0008","0.0011","0.0012","0.0012","0.0012","0.0011","0.0016","0.0022","0.0023","0.0024","0.0026","0.0026","0.0033","0.0044","0.0048","0.0052","0.0154","0.016","0.0168","0.0194","0.0228","0.0206","0.0222","0.0317","0.0281","0.029","0.0212","0.021","0.0219","0.0235","0.0221","0.0242","0.0279","0.0309","0.0347","0.0379","0.0442","0.033","0.0334","0.0435","0.0399","0.0428","0.0459","0.0463","0.0513","0.0667","0.0521","0.0547","0.0578","0.0585","0.0602","",
"Greenland","GRL","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0916","0.0857","0.0995","0.0838","0.0881","0.0888","0.0956","0.0976","0.0902","0.0874","0.0826","0.0834","0.087","0.0911","0.0858","0.0963","0.0785","0.0854","0.101","0.1019","0.1031","",
"Guatemala","GTM","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.679","0.679","0.8207","0.9504","1.0231","1.1534","0.9796","1.2006","1.2685","1.3409","1.3527","1.2559","1.1707","1.1252","1.2233","1.2681","1.2183","1.421","1.5479","1.587","1.7066","1.7873","1.8731","2.0571","2.1862","2.7305","2.7173","2.8817","3.432","3.5985","3.862","4.5229","4.9191","4.906","4.7739","5.1428","5.3219","5.6318","5.1494","5.8619","5.7833","5.6606","5.6851","5.9748","6.3881","7.3048","7.9364","8.1947","8.5591","9.3649","8.5623","10.2593","10.0217","10.6249","11.0344","",
"Guam","GUM","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.1855","0.1855","0.1696","0.2496","0.2099","0.2193","0.2252","0.2284","0.2316","0.2347","0.2378","0.2471","0.2502","0.2504","0.238","0.2348","0.2317","0.2346","0.2625","0.2598","0.2597","0.2382","0.2314","0.2346","0.4063","0.4286","0.4817","0.5193","0.5124","0.5847","0.55","0.5655","0.5467","0.5433","0.5623","0.5372","0.4992","0.5523","0.5546","0.5942","0.6061","0.6469","0.6643","0.6294","0.6882","0.6788","0.7644","0.7654","0.7837","0.8843","0.8684","1.0088","1.0699","1.0869","1.1301","",
"High income","HIC","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","1864.7266","1944.1389","2057.7762","2172.3418","2147.0385","2206.9019","2306.415","2385.6235","2494.1863","2518.1775","2465.4204","2455.8411","2441.5447","2486.2747","2561.4192","2587.0353","2658.6796","2757.4391","2893.5231","2963.952","3064.5209","3055.0752","3119.4358","3126.2014","3187.4683","3229.7385","3307.9095","3344.88","3436.9826","3526.0573","3556.7571","3582.9986","3637.6877","3697.0347","3760.2888","3786.4074","3815.1141","3846.9822","3744.6057","3611.1567","3697.2322","3657.4266","3595.1741","3651.5203","3661.5499","3755.9966","3795.3626","3836.5041","3881.0891","3883.6271","3373.9331","3650.6216","3752.0543","3742.1013","3770.4252","",
"Hong Kong SAR, China","HKG","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","1.2876","1.2876","1.4995","1.536","1.3767","1.4508","1.6237","1.6925","1.9144","2.7887","2.499","2.9498","3.1767","3.2147","3.0778","2.8443","3.6273","3.463","4.2168","4.1029","4.5873","5.5888","6.3595","7.1493","7.8695","7.5107","7.0581","7.1855","11.7566","15.288","11.5629","10.0948","7.9799","7.7416","5.2423","6.1153","5.4175","5.3762","5.3402","7.1419","6.5621","6.4113","6.3204","6.5081","6.5734","7.2854","7.721","8.3435","7.9346","8.1881","8.9087","7.957","5.9945","7.4118","8.412","",
"Honduras","HND","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.453","0.453","0.4848","0.5323","0.5041","0.5236","0.5425","0.5772","0.6182","0.6532","0.6156","0.6318","0.645","0.7276","0.7626","0.7721","0.8706","0.9369","0.9914","1.0864","1.0451","1.0351","1.164","1.3186","1.5367","1.5479","1.5023","1.6491","1.8284","2.1181","2.1148","2.2542","2.2571","2.2963","2.33","2.1255","1.9891","3.1555","3.0409","2.9688","2.9719","3.0522","3.1704","3.1584","3.2878","3.8931","4.0171","3.914","3.9654","4.2155","3.5348","4.5973","4.602","5.1468","5.3428","",
"Heavily indebted poor countries (HIPC)","HPC","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","12.5653","12.5653","13.3445","14.2081","14.3047","14.8686","15.1552","16.3648","17.2588","17.3886","18.5598","18.6038","18.1493","18.3002","18.0162","19.0185","19.1974","19.3553","21.4058","21.3559","23.6184","22.8308","23.1801","22.7921","24.403","26.0835","27.5479","28.803","30.1922","30.6639","30.9624","32.8234","35.3622","36.7721","38.926","40.3141","43.2113","48.6649","53.5319","58.6278","63.1","69.1836","75.6344","79.0764","81.9027","88.9893","95.0504","97.1381","104.9378","110.0573","107.246","121.7689","126.227","127.352","131.7442","",
"Croatia","HRV","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","4.1313","4.1313","3.5968","3.4486","3.5721","3.3535","3.3171","3.2948","3.658","3.5205","3.1898","3.1522","2.9422","2.8941","2.7149","3.0114","3.7363","3.3048","3.6754","3.5236","3.5662","2.8466","2.6915","2.8251","3.0211","3.2108","3.5971","3.8029","3.9377","4.2296","4.3181","4.3764","4.6834","5.0837","5.2249","5.428","5.7815","6.2127","6.15","6.1123","5.87","5.7552","5.5454","5.6309","5.5756","5.8866","6.1013","6.5731","6.3365","6.5107","5.7055","6.1622","6.6454","7.4837","8.0351","",
"Haiti","HTI","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","0.145","0.145","0.1577","0.1768","0.1766","0.202","0.2527","0.2652","0.2902","0.3124","0.303","0.3064","0.3002","0.2971","0.3034","0.3036","0.3194","0.3413","0.3731","0.4078","0.4269","0.3985","0.4083","0.3799","0.1138","0.5032","0.563","0.5783","0.6385","0.6612","0.7084","0.7788","0.8199","0.7943","0.7726","0.7795","0.7799","0.9489","0.9209","0.9415","1.0782","1.1031","0.9626","0.8954","1.1655","1.4026","1.4215","1.4411","1.4625","1.4691","1.4206","1.395","1.3671","1.3643","1.4168","",
"Hungary","HUN","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","6.8718","7.1885","6.727","7.0516","7.5801","7.664","7.494","8.1603","8.8805","8.6445","8.4733","8.164","7.9756","7.5067","7.6543","7.7439","8.1381","8.4713","8.5076","8.841","8.4036","7.3526","7.1143","7.0963","6.917","7.1152","7.112","7.5344","8.4008","8.9335","8.8707","9.3405","9.9503","10.4035","10.8849","11.7947","12.5989","12.9709","12.8861","12.8076","11.6492","10.8309","10.5065","9.7939","10.9288","11.9314","11.9586","12.7272","13.5241","14.3388","12.2709","13.6","14.6829","13.6026","13.794","",
"IBRD only","IBD","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","572.1707","572.2427","607.9291","644.7823","677.8398","730.0887","756.2774","779.9247","804.7603","827.3531","840.9886","858.6198","864.4944","871.5414","890.8034","912.7059","949.8144","985.3274","1015.1726","1061.6725","1153.5413","1183.6666","1174.472","1172.8522","1157.5426","1197.2971","1288.995","1281.9943","1318.3175","1351.0047","1456.7734","1490.8727","1546.2576","1615.5887","1757.8186","1825.5001","1910.2896","2035.6289","2148.4398","2174.8584","2306.2215","2444.2822","2590.7262","2697.3193","2765.6694","2851.6697","2905.6367","3005.6832","3123.328","3146.1587","2823.2169","3058.1866","3114.8274","3237.4528","3278.5285","",
"IDA & IBRD total","IBT","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","604.9764","605.0483","643.2493","682.5736","716.844000000001","771.7757","801.781","829.8165","859.0335","883.7202","903.2353","922.2083","930.5045","938.904800000001","958.4843","982.0937","1020.8726","1058.2129","1092.6314","1141.5993","1240.2831","1272.8451","1266.1033","1261.3659","1244.6789","1294.2124","1397.5757","1397.5431","1437.5405","1474.4973","1582.8361","1624.3934","1683.8066","1756.5748","1908.1057","1979.5802","2063.897","2200.0316","2319.2541","2351.8096","2497.9166","2647.1615","2801.9051","2921.1124","3000.1731","3090.1808","3166.6681","3274.4388","3408.0444","3437.2073","3109.9614","3371.6369","3446.8239","3555.3614","3608.5044","",
"IDA total","IDA","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","32.8057","32.8056","35.3202","37.7913","39.0042","41.687","45.5036","49.8918","54.2732","56.3671","62.2467","63.5885","66.0101","67.3634","67.6809","69.3878","71.0582","72.8855","77.4588","79.9268","86.7418","89.1785","91.6313","88.5137","87.1363","96.9153","108.5807","115.5488","119.223","123.4926","126.0627","133.5207","137.549","140.9861","150.2871","154.0801","153.6074","164.4027","170.8143","176.9512","191.6951","202.8793","211.1789","223.7931","234.5037","238.5111","261.0314","268.7556","284.7164","291.0486","286.7445","313.4503","331.9965","317.9086","329.9759","",
"IDA blend","IDB","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","15.1651","15.165","16.14","17.4351","17.9251","19.986","22.3436","25.2927","28.5958","29.7072","33.333","34.641","36.5762","37.3952","37.1365","37.4076","37.8967","39.4864","41.8115","42.8336","43.8118","46.5137","50.6344","49.3476","46.4475","52.4744","59.684","65.4767","66.2015","70.7041","71.8163","77.0496","78.109","79.213","82.6023","80.1074","77.2562","80.3931","83.7925","83.6406","92.9367","96.8941","100.2913","111.8635","119.0217","120.5645","133.4431","138.2361","144.5628","147.1145","144.6987","159.4421","167.0234","152.3929","158.3587","",
"Indonesia","IDN","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","8.1012","8.1012","8.732","9.2567","10.6349","11.6483","12.3093","13.3258","14.7317","15.8402","17.8542","19.6403","20.8121","20.1321","20.4874","21.1207","22.369","24.4608","26.5095","28.8272","32.198","35.8506","37.9134","40.4883","45.353","49.2568","54.5977","60.65","59.1995","58.7832","62.6861","66.7531","67.9905","69.2743","70.8286","69.8383","66.2946","67.8144","72.0703","81.6817","89.1139","108.496","129.6247","136.1181","136.587","132.025","128.0997","135.0437","147.3094","148.0442","125.9607","133.922","146.6123","146.8341","151.7347","",
"IDA only","IDX","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","17.6406","17.6406","19.1802","20.3562","21.0791","21.701","23.16","24.5991","25.6774","26.6599","28.9137","28.9475","29.4339","29.9682","30.5444","31.9802","33.1615","33.3991","35.6473","37.0932","42.93","42.6648","40.9969","39.1661","40.6888","44.4409","48.8967","50.0721","53.0215","52.7885","54.2464","56.4711","59.44","61.7731","67.6848","73.9727","76.3512","84.0096","87.0218","93.3106","98.7584","105.9852","110.8876","111.9296","115.482","117.9466","127.5883","130.5195","140.1536","143.9341","142.0458","154.0082","164.9731","165.5157","171.6172","",
"Isle of Man","IMN","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","43.9234","43.9234","44.1811","42.927","46.1015","47.8191","47.2023","48.6089","50.2588","52.9688","55.2969","56.0095","47.9113","49.6755","49.8648","52.7323","53.7211","56.7711","58.9536","64.4544","64.384","66.9294","68.5466","68.5508","70.811","78.2901","83.8017","85.802","88.7755","93.3144","95.0898","94.9184","97.7374","99.526","108.0512","115.4037","120.6481","142.9764","163.2097","178.7119","192.9189","209.2899","221.5177","226.2589","235.7472","257.7479","269.3869","291.2325","305.6906","308.5592","268.6795","295.0913","323.7623","332.6835","344.3479","",
"Not classified","INX","Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e)","EN.GHG.CO2.TR.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
